"orgs_short","Freq"
"Burkholderia sp. MSMB1078WGS",1
"Burkholderia sp. MSMB1459WGS",1
"Burkholderia sp. MSMB1498",1
"Burkholderia sp. MSMB1552",1
"Burkholderia sp. MSMB1588",1
"Burkholderia sp. MSMB1589WGS",1
"Burkholderia sp. MSMB1826",1
"Burkholderia sp. MSMB1835",1
"Burkholderia sp. MSMB2040",1
"Burkholderia sp. MSMB2041",1
"Burkholderia sp. MSMB2042",1
"Burkholderia sp. MSMB2157WGS",1
"Burkholderia sp. MSMB617WGS",1
"Burkholderia sp. NFACC33-1",1
"Burkholderia sp. NFACC38-1",1
"Burkholderia sp. NFPP32",1
"Burkholderia sp. NRF60-BP8",1
"Burkholderia sp. OLGA172",1
"Burkholderia sp. RF2-non_BP3",1
"Burkholderia sp. RF4-BP95",1
"Burkholderia sp. RF7-non_BP1",1
"Burkholderia sp. RF7-non_BP4",1
"Burkholderia sp. RPE64",1
"Burkholderia sp. RPE67",1
"Burkholderia sp. SJ98",1
"Burkholderia sp. SRS-W-2-2016",1
"Burkholderia sp. ST111",1
"Burkholderia sp. TJI49",1
"Burkholderia sp. TNe-862",1
"Burkholderia sp. TSV202",1
"Burkholderia sp. TSV85",1
"Burkholderia sp. TSV86",1
"Burkholderia sp. URHA0054",1
"Burkholderia sp. USM",1
"Burkholderia sp. UYPR1.413",1
"Burkholderia sp. WP40",1
"Burkholderia sp. WP42",1
"Burkholderia sp. WP9",1
"Burkholderia sp. WSM2230",1
"Burkholderia sp. WSM2232",1
"Burkholderia sp. WSM4176",1
"Burkholderia sp. YI23",1
"Burkholderia sp. YR277",1
"Burkholderia sp. yr281",1
"Burkholderia temeraria",1
"Burkholderia turbans",1
"Buttiauxella brennerae",1
"Buttiauxella ferragutiae",1
"Buttiauxella gaviniae",1
"Buttiauxella noackiae",1
"Butyricicoccus desmolans",1
"Butyricicoccus sp. BB10",1
"Butyricicoccus sp. K4410.MGS-46",1
"Butyricicoccus sp. N15.MGS-46",1
"Butyricicoccus sp. N54.MGS-46",1
"Butyricimonas sp. An62",1
"Butyricimonas sp. Marseille-P2440",1
"Butyrivibrio sp. AC2005",1
"Butyrivibrio sp. AD3002",1
"Butyrivibrio sp. AE2005",1
"Butyrivibrio sp. AE2015",1
"Butyrivibrio sp. AE2032",1
"Butyrivibrio sp. AE3003",1
"Butyrivibrio sp. AE3004",1
"Butyrivibrio sp. AE3006",1
"Butyrivibrio sp. AE3009",1
"Butyrivibrio sp. CAG-318",1
"Butyrivibrio sp. FC2001",1
"Butyrivibrio sp. FCS006",1
"Butyrivibrio sp. FCS014",1
"Butyrivibrio sp. INlla14",1
"Butyrivibrio sp. INlla16",1
"Butyrivibrio sp. INlla18",1
"Butyrivibrio sp. INlla21",1
"Butyrivibrio sp. LB2008",1
"Butyrivibrio sp. LC3010",1
"Butyrivibrio sp. M55",1
"Butyrivibrio sp. MB2005",1
"Butyrivibrio sp. MC2013",1
"Butyrivibrio sp. MC2021",1
"Butyrivibrio sp. NC2002",1
"Butyrivibrio sp. NC2007",1
"Butyrivibrio sp. NC3005",1
"Butyrivibrio sp. ob235",1
"Butyrivibrio sp. TB",1
"Butyrivibrio sp. VCB2001",1
"Butyrivibrio sp. VCB2006",1
"Butyrivibrio sp. VCD2006",1
"Butyrivibrio sp. WCD2001",1
"Butyrivibrio sp. WCD3002",1
"Butyrivibrio sp. WCE2006",1
"Butyrivibrio sp. XBB1001",1
"Butyrivibrio sp. XPD2002",1
"Butyrivibrio sp. XPD2006",1
"Butyrivibrio sp. YAB3001",1
"Byssovorax cruenta",1
"Caballeronia choica",1
"Caballeronia grimmiae",1
"Caballeronia humi",1
"Caballeronia jiangsuensis",1
"Caballeronia megalochromosomata",1
"Caballeronia mineralivorans",1
"Caballeronia telluris",1
"Caballeronia terrestris",1
"Caballeronia udeis",1
"Caecibacter massiliensis",1
"Caedibacter sp. 37-49",1
"Caedibacter sp. 38-128",1
"Caedibacter varicaedens",1
"Caenibacillus caldisaponilyticus",1
"Caenimonas sp. SL110",1
"Caenispirillum salinarum",1
"Caldalkalibacillus thermarum",1
"Caldanaerobius fijiensis",1
"Caldanaerobius polysaccharolyticus",1
"Caldanaerovirga acetigignens",1
"Calderihabitans maritimus",1
"Caldicellulosiruptor acetigenus",1
"Caldicellulosiruptor hydrothermalis",1
"Caldicellulosiruptor kristjanssonii",1
"Caldicellulosiruptor kronotskyensis",1
"Caldicellulosiruptor lactoaceticus",1
"Caldicellulosiruptor obsidiansis",1
"Caldicellulosiruptor owensensis",1
"Caldicellulosiruptor saccharolyticus",1
"Caldicellulosiruptor sp. F32",1
"Caldicellulosiruptor sp. Rt8.B8",1
"Caldicellulosiruptor sp. Wai35.B1",1
"Caldicoprobacter faecalis",1
"Caldicoprobacter oshimai",1
"Caldilinea aerophila",1
"Caldilineales bacterium",1
"Caldimicrobium thiodismutans",1
"Caldimonas manganoxidans",1
"Caldimonas taiwanensis",1
"Caldisalinibacter kiritimatiensis",1
"Caldiserica bacterium",1
"Caldisericum exile",1
"Caldisericum sp. CG2_30_36_11",1
"Calditerricola satsumensis",1
"Calditerrivibrio nitroreducens",1
"Caldithrix sp. RBG_13_44_9",1
"Caloramator australicus",1
"Caloramator mitchellensis",1
"Caloramator proteoclasticus",1
"Caloramator quimbayensis",1
"Caloramator sp. ALD01",1
"Caloranaerobacter ferrireducens",1
"Caloranaerobacter sp. TR13",1
"Calothrix brevissima",1
"Calothrix elsteri",1
"Calothrix parasitica",1
"Calothrix rhizosoleniae",1
"Calothrix sp. 336/3",1
"Calothrix sp. HK-06",1
"Calothrix sp. NIES-2098",1
"Calothrix sp. NIES-2100",1
"Calothrix sp. NIES-3974",1
"Calothrix sp. NIES-4071",1
"Calothrix sp. NIES-4101",1
"Calothrix sp. NIES-4105",1
"Caminibacter mediatlanticus",1
"Caminicella sporogenes",1
"Campylobacter corcagiensis",1
"Campylobacter helveticus",1
"Campylobacter hepaticus",1
"Campylobacter hominis",1
"Campylobacter insulaenigrae",1
"Campylobacter mucosalis",1
"Campylobacter ornithocola",1
"Campylobacter peloridis",1
"Campylobacter rectus",1
"Campylobacter sp. 1",1
"Campylobacter sp. 10_1_50",1
"Campylobacter sp. 107",1
"Campylobacter sp. 108",1
"Campylobacter sp. 109",1
"Campylobacter sp. 110",1
"Campylobacter sp. 111",1
"Campylobacter sp. 112",1
"Campylobacter sp. 113",1
"Campylobacter sp. 114",1
"Campylobacter sp. 3",1
"Campylobacter sp. 4",1
"Campylobacter sp. BCW_4317",1
"Campylobacter sp. BCW_4319",1
"Campylobacter sp. BCW_4321",1
"Campylobacter sp. BCW_4322",1
"Campylobacter sp. BCW_4323",1
"Campylobacter sp. BCW_4325",1
"Campylobacter sp. BCW_4326",1
"Campylobacter sp. BCW_4332",1
"Campylobacter sp. BCW_4333",1
"Campylobacter sp. BCW_4335",1
"Campylobacter sp. BCW_4337",1
"Campylobacter sp. BCW_4338",1
"Campylobacter sp. BCW_4341",1
"Campylobacter sp. BCW_6460",1
"Campylobacter sp. BCW_6461",1
"Campylobacter sp. BCW_6462",1
"Campylobacter sp. BCW_6463",1
"Campylobacter sp. BCW_6464",1
"Campylobacter sp. BCW_6465",1
"Campylobacter sp. BCW_6466",1
"Campylobacter sp. BCW_6467",1
"Campylobacter sp. BCW_6468",1
"Campylobacter sp. BCW_6871",1
"Campylobacter sp. BCW_6872",1
"Campylobacter sp. BCW_6873",1
"Campylobacter sp. BCW_6874",1
"Campylobacter sp. BCW_6875",1
"Campylobacter sp. BCW_6876",1
"Campylobacter sp. BCW_6877",1
"Campylobacter sp. BCW_6878",1
"Campylobacter sp. BCW_6879",1
"Campylobacter sp. BCW_6889",1
"Campylobacter sp. BCW_7460",1
"Campylobacter sp. FOBRC14",1
"Campylobacter sp. MIT",1
"Campylobacter sp. NCTC",1
"Campylobacter sp. P0021",1
"Campylobacter sp. P0023",1
"Campylobacter sp. P0024",1
"Campylobacter sp. P0078",1
"Campylobacter sp. P0085",1
"Campylobacter sp. P0087",1
"Campylobacter sp. P0088",1
"Campylobacter sp. P0094",1
"Campylobacter sp. P0098",1
"Campylobacter sp. P0103",1
"Campylobacter sp. P0106",1
"Campylobacter sp. P0107",1
"Campylobacter sp. P0108",1
"Campylobacter sp. P0109",1
"Campylobacter sp. P0111",1
"Campylobacter sp. P0124",1
"Campylobacter sp. P0132",1
"Campylobacter sp. P0134",1
"Campylobacter sp. P0135",1
"Campylobacter sp. P0136",1
"Campylobacter sp. P0138",1
"Campylobacter sp. P0139",1
"Campylobacter sp. P0140",1
"Campylobacter sp. P0187",1
"Campylobacter sp. P0209",1
"Campylobacter sp. P0222",1
"Campylobacter sp. P0227",1
"Campylobacter sp. P031",1
"Campylobacter sp. P090",1
"Campylobacter sp. P091",1
"Campylobacter sp. P093",1
"Campylobacter sp. P146",1
"Campylobacter sp. P148",1
"Campylobacter sp. P155",1
"Campylobacter sp. P157",1
"Campylobacter sp. P159",1
"Campylobacter sp. P160",1
"Campylobacter sp. P162",1
"Campylobacter sp. RM12175",1
"Campylobacter sp. RM16704",1
"Campylobacter sp. RM18020",1
"Campylobacter sp. RM18021",1
"Campylobacter sp. RM6137",1
"Campylobacter sp. RM8835",1
"Campylobacter sp. RM8964",1
"Campylobacter sp. RM8965",1
"Campylobacter sp. RM8966",1
"Campylobacter sp. RM8970",1
"Campylobacter sp. RM9261",1
"Campylobacter sp. RM9262",1
"Campylobacter sp. RM9263",1
"Campylobacter sp. S0112",1
"Campylobacter volucris",1
"Candidatus Achromatium palustre",1
"Candidatus Adiutrix intracellularis",1
"Candidatus Aegiribacteria bacterium",1
"Candidatus Aerophobetes bacterium",1
"Candidatus Aerophobus profundus",1
"Candidatus Altimarinus pacificus",1
"Candidatus Aminicenans sakinawicola",1
"Candidatus Amoebophilus asiaticus",1
"Candidatus Amoebophilus sp.",1
"Candidatus Ancillula trichonymphae",1
"Candidatus Arcanobacter lacustris",1
"Candidatus Arsenophonus triatominarum",1
"Candidatus Babela massiliensis",1
"Candidatus Bacteroides periocalifornicus",1
"Candidatus Berkiella aquae",1
"Candidatus Berkiella cookevillensis",1
"Candidatus Blastococcus massiliensis",1
"Candidatus Blochmannia chromaiodes",1
"Candidatus Blochmannia pennsylvanicus",1
"Candidatus Blochmannia vafer",1
"Candidatus Brocadia caroliniensis",1
"Candidatus Brocadia fulgida",1
"Candidatus Brocadia sapporoensis",1
"Candidatus Burkholderia brachyanthoides",1
"Candidatus Burkholderia crenata",1
"Candidatus Burkholderia humilis",1
"Candidatus Burkholderia kirkii",1
"Candidatus Burkholderia pumila",1
"Candidatus Burkholderia verschuerenii",1
"Candidatus Caedibacter acanthamoebae",1
"Candidatus Caenarcanum bioreactoricola",1
"Candidatus Caldatribacterium californiense",1
"Candidatus Caldatribacterium saccharofermentans",1
"Candidatus Calescibacterium nevadense",1
"Candidatus Chrysopegis kryptomonas",1
"Candidatus Cloacamonas acidaminovorans",1
"Candidatus Competibacter denitrificans",1
"Candidatus Contendobacter odensis",1
"Candidatus Delongbacteria bacterium",1
"Candidatus Dependentiae bacterium",1
"Candidatus Desulfofervidus auxilii",1
"Candidatus Desulfopertinax cowenii",1
"Candidatus Desulforudis audaxviator",1
"Candidatus Desulfovibrio trichonymphae",1
"Candidatus Dichloromethanomonas elyunquensis",1
"Candidatus Dorea massiliensis",1
"Candidatus Endobugula sertula",1
"Candidatus Endoriftia persephone",1
"Candidatus Entotheonella palauensis",1
"Candidatus Erwinia sp.",1
"Candidatus Evansia muelleri",1
"Candidatus Fervidibacter sacchari",1
"Candidatus Fibromonas termitidis",1
"Candidatus Fischerbacteria bacterium",1
"Candidatus Fraserbacteria bacterium",1
"Candidatus Fukatsuia symbiotica",1
"Candidatus Gallionella acididurans",1
"Candidatus Gastranaerophilus phascolarctosicola",1
"Candidatus Gloeomargarita lithophora",1
"Candidatus Handelsmanbacteria bacterium",1
"Candidatus Hepatobacter penaei",1
"Candidatus Homeothermus arabinoxylanisolvens",1
"Candidatus Hydrogenedens terephthalicus",1
"Candidatus Hydrogenedentes bacterium",1
"Candidatus Ishikawaella capsulata",1
"Candidatus Jettenia caeni",1
"Candidatus Jidaibacter acanthamoeba",1
"Candidatus Kapabacteria sp.",1
"Candidatus Kinetoplastibacterium desouzaii",1
"Candidatus Kinetoplastibacterium galatii",1
"Candidatus Kinetoplastibacterium oncopeltii",1
"Candidatus Koribacter versatilis",1
"Candidatus Liberibacter africanus",1
"Candidatus Magnetobacterium bavaricum",1
"Candidatus Magnetobacterium casensis",1
"Candidatus Magnetoglobus multicellularis",1
"Candidatus Magnetomorum sp.",1
"Candidatus Magnetoovum chiemensis",1
"Candidatus Marispirochaeta associata",1
"Candidatus Marithrix sp.",1
"Candidatus Methylomirabilis oxyfera",1
"Candidatus Methylomirabilis sp.",1
"Candidatus Methylopumilus planktonicus",1
"Candidatus Methylopumilus turicensis",1
"Candidatus Microgenomatus auricola",1
"Candidatus Midichloria mitochondrii",1
"Candidatus Mycoplasma haemobos",1
"Candidatus Mycoplasma haemolamae",1
"Candidatus Mycoplasma haemominutum",1
"Candidatus Neoehrlichia lotoris",1
"Candidatus Nitrosoglobus terrae",1
"Candidatus Nitrospira defluvii",1
"Candidatus Nitrospira nitrificans",1
"Candidatus Nitrospira nitrosa",1
"Candidatus Nucleicultrix amoebiphila",1
"Candidatus Obscuribacter phosphatis",1
"Candidatus Odyssella thessalonicensis",1
"Candidatus Omnitrophus fodinae",1
"Candidatus Omnitrophus magneticus",1
"Candidatus Paceibacter normanii",1
"Candidatus Paraburkholderia calva",1
"Candidatus Paraburkholderia kirkii",1
"Candidatus Paraburkholderia schumannianae",1
"Candidatus Paracaedibacter acanthamoebae",1
"Candidatus Paracaedibacter symbiosus",1
"Candidatus Phaeomarinobacter ectocarpi",1
"Candidatus Photodesmus blepharus",1
"Candidatus Phytoplasma aurantifolia",1
"Candidatus Phytoplasma australiense",1
"Candidatus Phytoplasma mali",1
"Candidatus Phytoplasma oryzae",1
"Candidatus Phytoplasma phoenicium",1
"Candidatus Phytoplasma pruni",1
"Candidatus Protochlamydia amoebophila",1
"Candidatus Providencia siddallii",1
"Candidatus Puniceispirillum marinum",1
"Candidatus Rhodobacter lobularis",1
"Candidatus Rhodoluna lacicola",1
"Candidatus Rhodoluna planktonica",1
"Candidatus Rickettsia amblyommii",1
"Candidatus Rickettsia asemboensis",1
"Candidatus Rickettsiella isopodorum",1
"Candidatus Riesia pthiripubis",1
"Candidatus Riesia sp.",1
"Candidatus Rubidus massiliensis",1
"Candidatus Saccharibacteria oral",1
"Candidatus Saccharimonas aalborgensis",1
"Candidatus Scalindua brodae",1
"Candidatus Scalindua rubra",1
"Candidatus Schmidhempelia bombi",1
"Candidatus Sodalis pierantonius",1
"Candidatus Sodalis sp.",1
"Candidatus Soleaferrea massiliensis",1
"Candidatus Solibacter usitatus",1
"Candidatus Stoquefichus massiliensis",1
"Candidatus Streptomyces massiliensis",1
"Candidatus Sulfuricurvum sp.",1
"Candidatus Symbiobacter mobilis",1
"Candidatus Tachikawaea gelatinosa",1
"Candidatus Thermokryptus mobilis",1
"Candidatus Thiodiazotropha endoloripes",1
"Candidatus Thiodiazotropha endolucinida",1
"Candidatus Thioglobus autotrophicus",1
"Candidatus Thiosymbion oneisti",1
"Candidatus Tokpelaia hoelldoblerii",1
"Candidatus Tremblaya phenacola",1
"Candidatus Uzinura diaspidicola",1
"Candidatus Vesicomyosocius okutanii",1
"Candidatus Wallbacteria bacterium",1
"Candidatus Westeberhardia cardiocondylae",1
"Candidatus Wirthbacteria bacterium",1
"Candidatus Xenolissoclinum pacificiensis",1
"Candidatus Xiphinematobacter sp.",1
"Candidatus Zinderia insecticola",1
"Candidimonas bauzanensis",1
"Candidimonas nitroreducens",1
"Capnocytophaga leadbetteri",1
"Capnocytophaga sp. ChDC",1
"Capnocytophaga sp. CM59",1
"Capnocytophaga sp. H2931",1
"Capnocytophaga sp. H4358",1
"Capnocytophaga stomatis",1
"Carboxydocella sp. JDF658",1
"Carboxydocella sp. ULO1",1
"Carboxydocella sporoproducens",1
"Carboxydothermus ferrireducens",1
"Carboxydothermus hydrogenoformans",1
"Carboxydothermus islandicus",1
"Carboxydothermus pertinax",1
"Cardiobacterium valvarum",1
"Carnimonas nigrificans",1
"Carnobacterium funditum",1
"Carnobacterium gallinarum",1
"Carnobacterium mobile",1
"Carnobacterium pleistocenium",1
"Carnobacterium sp. 1290_CSPC",1
"Carnobacterium sp. 17-4",1
"Carnobacterium sp. AT7",1
"Carnobacterium sp. CP1",1
"Carnobacterium sp. N15.MGS-207",1
"Carnobacterium sp. N15.MGS-251",1
"Carnobacterium sp. WN1374",1
"Carnobacterium sp. ZWU0011",1
"Carnobacterium viridans",1
"Caryophanon latum",1
"Caryophanon tenue",1
"Casaltella massiliensis",1
"Castellaniella caeni",1
"Castellaniella defragrans",1
"Catalinimonas alkaloidigena",1
"Catellicoccus marimammalium",1
"Catelliglobosispora koreensis",1
"Catenibacterium sp. CAG-290",1
"Catenovulum maritimum",1
"Catenulispora acidiphila",1
"Catenulispora sp. 13_1_20CM_3_70_7",1
"Catenuloplanes atrovinosus",1
"Catenuloplanes castaneus",1
"Catenuloplanes crispus",1
"Catenuloplanes indicus",1
"Catenuloplanes nepalensis",1
"Catenuloplanes niger",1
"Catonella morbi",1
"Caulobacter segnis",1
"Caulobacter sp. 12-67-6",1
"Caulobacter sp. 32-67-35",1
"Caulobacter sp. 35-67-4",1
"Caulobacter sp. 39-67-4",1
"Caulobacter sp. AP07",1
"Caulobacter sp. CCH4-E1",1
"Caulobacter sp. CCH5-E12",1
"Caulobacter sp. CCH9-E1",1
"Caulobacter sp. K31",1
"Caulobacter sp. OV484",1
"Caulobacter sp. Root1455",1
"Caulobacter sp. Root1472",1
"Caulobacter sp. Root342",1
"Caulobacter sp. Root343",1
"Caulobacter sp. Root487D2Y",1
"Caulobacter sp. Root655",1
"Caulobacter sp. Root656",1
"Caulobacter sp. UNC279MFTsu5.1",1
"Caulobacter sp. UNC358MFTsu5.1",1
"Caulobacter sp. URHA0033",1
"Cecembia lonarensis",1
"Cedecea davisae",1
"Cedecea sp. NFIX57",1
"Celeribacter ethanolicus",1
"Celeribacter indicus",1
"Celeribacter neptunius",1
"Cellulomonadaceae bacterium",1
"Cellulomonas bogoriensis",1
"Cellulomonas carbonis",1
"Cellulomonas cellasea",1
"Cellulomonas chitinilytica",1
"Cellulomonas composti",1
"Cellulomonas denverensis",1
"Cellulomonas fimi",1
"Cellulomonas gilvus",1
"Cellulomonas hominis",1
"Cellulomonas marina",1
"Cellulomonas massiliensis",1
"Cellulomonas pakistanensis",1
"Cellulomonas persica",1
"Cellulomonas sp. 14-74-6",1
"Cellulomonas sp. 73-145",1
"Cellulomonas sp. 73-92",1
"Cellulomonas sp. A375-1",1
"Cellulomonas sp. B6",1
"Cellulomonas sp. FA1",1
"Cellulomonas sp. HZM",1
"Cellulomonas sp. JCM",1
"Cellulomonas sp. KH9",1
"Cellulomonas sp. KRMCY2",1
"Cellulomonas sp. Leaf334",1
"Cellulomonas sp. Leaf395",1
"Cellulomonas sp. PSBB021",1
"Cellulomonas sp. Root137",1
"Cellulomonas sp. Root485",1
"Cellulomonas sp. Root930",1
"Cellulomonas sp. SN7",1
"Cellulomonas sp. URHD0024",1
"Cellulomonas sp. URHE0023",1
"Cellulomonas terrae",1
"Cellulomonas xylanilytica",1
"Cellulophaga algicola",1
"Cellulophaga fucicola",1
"Cellulophaga geojensis",1
"Cellulophaga sp. E6(2014)",1
"Cellulophaga sp. Hel_I_12",1
"Cellulophaga sp. W5C",1
"Cellulophaga tyrosinoxydans",1
"Cellulosilyticum ruminicola",1
"Cellulosilyticum sp. I15G10I2",1
"Cellulosimicrobium aquatile",1
"Cellulosimicrobium sp. CUA-896",1
"Cellulosimicrobium sp. I38E",1
"Cellulosimicrobium sp. KWT-B",1
"Cellulosimicrobium sp. MM",1
"Cellulosimicrobium sp. TH-20",1
"Cellvibrio japonicus",1
"Cellvibrio sp. BR",1
"Cellvibrio sp. OA-2007",1
"Cellvibrio sp. pealriver",1
"Cellvibrio sp. PSBB006",1
"Cellvibrio sp. PSBB023",1
"Cellvibrionaceae bacterium",1
"Centipeda periodontii",1
"Cephaloticoccus capnophilus",1
"Cephaloticoccus primus",1
"Cesiribacter andamanensis",1
"Cetobacterium ceti",1
"Cetobacterium somerae",1
"Cetobacterium sp. ZOR0034",1
"Cetobacterium sp. ZWU0022",1
"Chamaesiphon minutus",1
"Chania multitudinisentens",1
"Chelativorans sp. BNC1",1
"Chelativorans sp. J32",1
"Chelatococcus sambhunathii",1
"Chelatococcus sp. CO-6",1
"Chelatococcus sp. GW1",1
"Chelonobacter oris",1
"Chishuiella changwenlii",1
"Chitinibacter sp. ZOR0017",1
"Chitinibacter tainanensis",1
"Chitinilyticum aquatile",1
"Chitinilyticum litopenaei",1
"Chitinimonas koreensis",1
"Chitinimonas taiwanensis",1
"Chitiniphilus shinanonensis",1
"Chitinispirillum alkaliphilum",1
"Chitinivibrio alkaliphilus",1
"Chitinophaga arvensicola",1
"Chitinophaga costaii",1
"Chitinophaga eiseniae",1
"Chitinophaga filiformis",1
"Chitinophaga ginsengisegetis",1
"Chitinophaga jiangningensis",1
"Chitinophaga niabensis",1
"Chitinophaga pinensis",1
"Chitinophaga rupis",1
"Chitinophaga sancti",1
"Chitinophaga sp. CB10",1
"Chitinophaga sp. CF118",1
"Chitinophaga sp. JGI",1
"Chitinophaga sp. MD30.",1
"Chitinophaga sp. YR573",1
"Chitinophaga sp. YR627",1
"Chitinophaga terrae",1
"Chlamydia avium",1
"Chlamydia felis",1
"Chlamydia ibidis",1
"Chlamydia sp. 'Diamant'",1
"Chlamydia sp. 2742-308",1
"Chlamydia sp. 32-24",1
"Chlamydophila caviae",1
"Chlamydophila pecorum",1
"Chloracidobacterium sp. CP2_5A",1
"Chlorobaculum limnaeum",1
"Chlorobaculum parvum",1
"Chlorobiales bacterium",1
"Chlorobium chlorochromatii",1
"Chlorobium ferrooxidans",1
"Chlorobium luteolum",1
"Chlorobium phaeovibrioides",1
"Chlorobium sp. GBChlB",1
"Chlorobium sp. KB01",1
"Chlorobium tepidum",1
"Chloroflexus aggregans",1
"Chloroflexus aurantiacus",1
"Chloroflexus islandicus",1
"Chloroflexus sp. MS-G",1
"Chloroflexus sp. Y-396-1",1
"Chloroflexus sp. Y-400-fl",1
"Chloroherpeton thalassium",1
"Chondrocystis sp. NIES-4102",1
"Chondromyces apiculatus",1
"Chondromyces crocatus",1
"Christensenella minuta",1
"Christensenella sp. AF73-05CM02",1
"Christensenella sp. Marseille-P2438",1
"Christensenella timonensis",1
"Chromatiaceae bacterium",1
"Chromobacterium amazonense",1
"Chromobacterium aquaticum",1
"Chromobacterium piscinae",1
"Chromobacterium pseudoviolaceum",1
"Chromobacterium sp. C-61",1
"Chromobacterium sp. F49",1
"Chromobacterium sp. LK1",1
"Chromobacterium sp. LK11",1
"Chromohalobacter israelensis",1
"Chromohalobacter salexigens",1
"Chroococcidiopsis thermalis",1
"Chroogloeocystis siderophila",1
"Chrysanthemum yellows",1
"Chryseobacterium angstadtii",1
"Chryseobacterium aquaticum",1
"Chryseobacterium arachidis",1
"Chryseobacterium arthrosphaerae",1
"Chryseobacterium artocarpi",1
"Chryseobacterium balustinum",1
"Chryseobacterium bovis",1
"Chryseobacterium caeni",1
"Chryseobacterium carnipullorum",1
"Chryseobacterium chaponense",1
"Chryseobacterium cucumeris",1
"Chryseobacterium culicis",1
"Chryseobacterium daeguense",1
"Chryseobacterium frigidisoli",1
"Chryseobacterium gallinarum",1
"Chryseobacterium gambrini",1
"Chryseobacterium gleum",1
"Chryseobacterium greenlandense",1
"Chryseobacterium gregarium",1
"Chryseobacterium haifense",1
"Chryseobacterium hispalense",1
"Chryseobacterium hominis",1
"Chryseobacterium hungaricum",1
"Chryseobacterium indoltheticum",1
"Chryseobacterium jejuense",1
"Chryseobacterium jeonii",1
"Chryseobacterium joostei",1
"Chryseobacterium koreense",1
"Chryseobacterium kwangjuense",1
"Chryseobacterium limigenitum",1
"Chryseobacterium luteum",1
"Chryseobacterium molle",1
"Chryseobacterium oleae",1
"Chryseobacterium palustre",1
"Chryseobacterium piscicola",1
"Chryseobacterium polytrichastri",1
"Chryseobacterium scophthalmum",1
"Chryseobacterium shigense",1
"Chryseobacterium soldanellicola",1
"Chryseobacterium soli",1
"Chryseobacterium solincola",1
"Chryseobacterium sp. 36-9",1
"Chryseobacterium sp. 39-10",1
"Chryseobacterium sp. 6021061333",1
"Chryseobacterium sp. BGARF1",1
"Chryseobacterium sp. BLS98",1
"Chryseobacterium sp. CBo1",1
"Chryseobacterium sp. CCH4-E10",1
"Chryseobacterium sp. CF284",1
"Chryseobacterium sp. CF299",1
"Chryseobacterium sp. CF314",1
"Chryseobacterium sp. CF356",1
"Chryseobacterium sp. CF365",1
"Chryseobacterium sp. ERMR1-04",1
"Chryseobacterium sp. FF12",1
"Chryseobacterium sp. FH1",1
"Chryseobacterium sp. FH2",1
"Chryseobacterium sp. G972",1
"Chryseobacterium sp. Hurlbut01",1
"Chryseobacterium sp. IHB",1
"Chryseobacterium sp. IHBB",1
"Chryseobacterium sp. JAH",1
"Chryseobacterium sp. JM1",1
"Chryseobacterium sp. JV274",1
"Chryseobacterium sp. Leaf180",1
"Chryseobacterium sp. Leaf201",1
"Chryseobacterium sp. Leaf394",1
"Chryseobacterium sp. Leaf404",1
"Chryseobacterium sp. Leaf405",1
"Chryseobacterium sp. MOF25P",1
"Chryseobacterium sp. OV259",1
"Chryseobacterium sp. OV279",1
"Chryseobacterium sp. OV705",1
"Chryseobacterium sp. OV715",1
"Chryseobacterium sp. P1-3",1
"Chryseobacterium sp. RU33C",1
"Chryseobacterium sp. RU37D",1
"Chryseobacterium sp. SCN",1
"Chryseobacterium sp. StRB126",1
"Chryseobacterium sp. T16E-39",1
"Chryseobacterium sp. UNC8MFCol",1
"Chryseobacterium sp. VAUSW3",1
"Chryseobacterium sp. VT16-26",1
"Chryseobacterium sp. YR005",1
"Chryseobacterium sp. YR203",1
"Chryseobacterium sp. YR221",1
"Chryseobacterium sp. YR459",1
"Chryseobacterium sp. YR460",1
"Chryseobacterium sp. YR477",1
"Chryseobacterium sp. YR480",1
